13,362,259,1058,-2959,-3527,0,0
186,127,233,705,-3378,-2869,0,0
120,620,196,540,-3205,-2832,0,0
109,846,56,545,-2885,-3073,0,0
321,1052,-245,152,-2356,-2875,0,0
578,1028,-611,742,-1506,-1837,0,0
736,273,-1192,-149,-347,-1886,0,0
838,-317,-2117,721,-403,-2505,0,0
841,-2785,-3212,456,-1272,-2117,0,0
349,-3540,-4146,1204,-950,-2120,0,0
-817,-4615,-4483,1952,-3460,-2662,0,0
-2197,-5128,-3897,1159,-2545,-4065,0,0
-2851,-3325,-2863,1045,-1312,-6392,0,0
-3039,-543,-2327,1218,-410,-5213,0,0
-2468,336,-2254,2384,380,-6020,0,0
-1776,-932,-2114,1913,894,-5088,0,0
-1603,-2403,-1976,1025,1997,-4878,0,0
-1329,-3227,-1639,-259,2728,-5137,0,0
-600,-2343,-1127,-1199,2390,-4078,0,0
-174,37,-658,-1363,1955,-3802,0,0
193,1325,-143,-639,1865,-4398,0,0
507,550,286,-806,1678,-3924,0,0
516,169,323,-1323,1394,-3519,0,0
482,1398,213,-1249,1059,-3307,0,0
460,1398,126,-665,649,-3546,0,0
466,113,197,-723,478,-3122,0,0
290,-351,290,-793,913,-3101,0,0
224,-58,252,-733,1166,-3780,0,0
179,119,81,-660,915,-4044,0,0
163,-93,-123,-715,447,-3909,0,0
356,-302,-154,-608,205,-3525,0,0
606,-494,-233,-550,53,-2841,0,0
643,62,-326,-571,220,-2841,0,0
563,844,-228,-144,431,-2982,0,0
397,1447,-127,-125,457,-3790,0,0
143,1792,107,856,602,-5413,0,0
56,821,243,928,403,-8191,0,0
291,-557,469,1520,161,-11285,0,0
658,-1878,271,1277,466,-12598,0,0
1576,-1215,255,347,476,-6234,0,0
1040,287,146,732,-772,-219,0,0
-948,18,208,572,-1651,2614,0,0
-2587,-933,-245,-1652,-1108,4115,0,0
-2602,1433,-522,459,-1249,2637,0,0
-2547,-433,-309,204,534,593,0,0
-2343,-321,173,-670,1461,-3244,0,0
-1853,-709,146,-1686,2620,-6985,0,0
-800,-977,-330,-1521,4889,-5229,0,0
-160,998,60,-1024,5411,-1703,0,0
